tenure,TotalCharges,MonthlyCharges,Contract_Two year,InternetService_Fiber optic,PaymentMethod_Electronic check,Contract_One year,gender,TechSupport_Yes,OnlineSecurity_Yes,Partner,PaperlessBilling
-1.2774445836787656,-0.9972467791397716,-1.5076384890696393,False,False,False,False,1,False,False,0,0
-0.5851984004382496,-0.3414419203394063,0.6875953481498096,False,True,True,False,1,True,False,0,1
-1.1145631287986442,-0.8708241734085027,-0.4573827849646494,False,False,False,False,0,False,False,0,1
0.1070477828022663,0.0603485770937349,0.184070857099474,False,True,True,False,1,False,False,1,1
-1.0331224013585834,-0.7902190082816388,0.1458495260956535,False,True,False,False,0,False,False,0,0
-0.748079855318371,-0.6846866848095763,-0.4424266119631542,False,False,False,True,1,False,False,0,0
-1.2774445836787656,-0.9727608094378508,0.3369561811147576,False,True,True,False,0,False,False,0,1
-0.5037576729981889,-0.3468685406517239,0.1923798421003046,False,True,False,False,0,False,False,0,0
1.4508197855632678,2.3524559355151675,1.503537675231376,True,True,False,False,0,True,False,1,1
1.6137012404433893,2.578498936898575,1.624848856243503,True,True,False,False,1,True,True,1,1
-0.9516816739185228,-0.6238247114693964,0.896981770170741,False,True,False,False,1,False,True,1,0
-0.5037576729981889,-0.2286741031175869,0.7956121531606076,False,True,True,False,0,False,False,0,1
1.3286586944031769,1.6273844597201783,0.9285559131738974,True,True,False,False,0,False,True,1,1
1.4508197855632678,1.4277024797726223,0.4931650991303729,True,False,False,False,1,True,True,1,1
-1.0738427650786138,-0.8862657759232275,-0.6651074099854147,False,False,True,False,0,False,False,0,0
-0.3815965818380978,-0.4546509262045035,-0.344380588953353,False,False,True,False,1,False,True,0,0
0.5549717837226001,0.7407938216211682,0.6659919871476498,False,True,False,False,1,True,False,0,1
-1.2367242199587352,-0.965944444899208,-0.5155456799704636,False,False,True,False,0,False,False,0,1
-1.1145631287986442,-0.8233081565274778,0.358559542116917,False,True,True,False,1,False,False,0,0
0.0256070553622056,0.6025473602500528,1.422109622223236,False,True,True,False,1,False,False,0,0
-0.8295205827584317,-0.7170478717940069,-0.3477041829536853,False,False,True,False,1,True,False,0,1
-1.2774445836787656,-0.97496675265424,0.1707764810981453,False,True,True,False,0,False,False,0,1
0.0663274190822359,-0.1218402731478547,-0.130008775931923,False,False,False,False,1,True,True,1,1
0.1070477828022663,0.5107801224482593,1.1977670272008092,False,True,True,False,0,False,False,1,1
-1.2774445836787656,-0.9729593443273258,0.3220000081132624,False,True,False,False,1,False,False,0,1
-1.2774445836787656,-0.9972247197076076,-1.505976692069473,False,False,True,False,1,False,False,0,1
0.3513699651224484,0.9916536841889556,1.653099405246327,False,True,False,False,1,True,True,0,1
1.125056875803025,1.4100990529058357,0.9750862291785486,False,True,False,False,1,False,True,1,1
1.2879383306831464,0.4941693700288481,-0.3626603559551803,False,False,False,True,1,False,False,1,1
1.369379058123207,0.8442746179019887,-0.1133908059302618,True,False,False,False,1,True,True,0,1
0.5142514200025698,0.6610489743486962,0.6959043331506402,False,True,False,False,1,True,True,0,1
-0.8702409464784621,-0.6866720337043267,0.0129057660823636,False,False,False,False,0,False,True,1,1
-1.1960038562387048,-0.8990161277139576,0.4566055651267183,False,True,True,False,0,False,False,0,1
0.2292088739623573,-0.0381909063823737,-0.1582593249347472,True,False,False,False,0,True,True,1,1
-1.2367242199587352,-0.9543411835810004,0.0993192100910018,False,True,True,False,0,False,False,0,1
1.4100994218432374,0.9013864877743072,0.0295237360840249,True,False,False,False,1,False,True,1,0
-1.2774445836787656,-0.9859082310075308,-0.6534748309842519,False,False,False,False,0,False,False,0,1
1.6137012404433893,0.9918963379427586,-0.0103593919199621,True,False,False,False,1,True,True,1,0
-0.5851984004382496,-0.5678378726374368,-0.236363783942555,False,False,False,False,1,False,True,0,0
-1.2774445836787656,-0.9748343960612568,0.180747263099142,False,True,True,False,1,False,False,0,1
-0.3815965818380978,0.0227372452542979,1.1661928841976528,False,True,True,False,0,True,True,1,1
-0.5851984004382496,-0.5597420610332882,-0.1881716709377373,False,False,False,False,0,False,True,1,1
-0.055833672077855,0.2912005346888717,0.965115447177552,False,True,True,True,0,False,False,1,1
-0.5851984004382496,-0.8547869662253528,-1.4943441130683104,False,False,False,True,0,False,False,1,0
0.5142514200025698,0.9542850061033216,1.0631614701873533,False,True,False,True,1,False,True,0,0
-1.2774445836787656,-0.9752094064080428,0.1524967140963176,False,True,True,False,0,False,False,0,1
-0.5037576729981889,-0.8266611902163896,-1.4860351280674795,False,False,False,False,1,False,False,1,0
0.880734693482843,-0.4985933150749776,-1.4876969250676455,True,False,False,False,0,False,False,0,0
1.1657772395230557,1.882965040771039,1.3705939152180862,False,True,True,True,0,False,True,1,1
0.0256070553622056,-0.1431055657538472,-0.2097750319398969,False,False,False,True,1,False,True,1,1
1.0843365120829946,1.4537105502938517,0.966777244177718,False,True,False,False,0,False,False,1,1
1.4508197855632678,1.3458178675802526,0.5280628361338618,True,False,True,False,1,False,False,0,1
-1.1960038562387048,-0.9009132388800524,0.4067516551217346,False,True,True,False,0,False,False,0,1
1.5322605130033284,2.3801184634486883,1.4869197052297147,False,True,True,True,1,True,False,1,1
-1.2774445836787656,-0.9857758744145474,-0.6435040489832552,False,False,False,False,1,False,False,0,1
-1.2774445836787656,-0.995107014219874,-1.3464441800535252,False,False,True,False,0,False,False,0,1
-0.0965540357978854,-0.0743242562668298,0.3319707901142591,False,False,True,False,0,False,True,0,1
1.002895784642934,-0.5374399751155927,-1.5076384890696393,False,False,False,True,0,False,False,1,0
-0.4223169455581282,-0.1609737058066002,0.9950277931805424,False,True,False,False,0,False,False,1,1
-1.2774445836787656,-0.9855332206607448,-0.6252242819814278,False,False,False,False,1,False,False,0,0
-0.62591876415828,-0.8369188261725996,-1.3181936310507012,False,False,False,False,0,False,False,0,0
-0.0965540357978854,-0.7505782086831237,-1.5076384890696393,True,False,False,False,1,False,False,0,0
-0.7888002190384014,-0.5153584835195361,0.4815325201292102,False,True,True,False,1,False,False,0,1
-1.1145631287986442,-0.8362791026398467,0.5131066631323666,False,True,True,False,1,False,False,0,0
0.9214550572028734,1.321949561978921,0.9966895901807084,False,True,True,True,1,False,True,1,1
-1.2774445836787656,-0.9750108715185676,0.1674528870978128,False,True,True,False,1,False,False,1,1
0.0256070553622056,-0.1442526562263697,-0.1782008889367407,False,False,True,True,1,True,True,0,0
-1.2774445836787656,-0.9970482442502966,-1.4926823160681442,False,False,False,False,0,False,False,0,0
1.5729808767233588,1.6222887308903196,0.6460504231456565,True,False,False,False,0,True,False,1,0
-0.62591876415828,-0.2680943083944632,1.392197276220246,False,True,False,False,0,True,True,0,1
0.4328106925625091,0.9918963379427586,1.217708591202803,False,True,True,False,0,False,False,0,1
-1.1960038562387048,-0.9523117158219222,-1.274986909046382,True,False,False,False,0,False,False,0,1
0.1070477828022663,0.5524724492380165,1.1462513201956597,False,True,True,True,1,True,False,0,1
-0.8295205827584317,-0.9045089263227668,-1.4943441130683104,False,False,False,True,1,False,False,1,0
-0.3408762181180675,0.0012292988945025,0.8570986421667539,False,True,False,False,0,False,False,0,1
1.247217966963116,0.8622530551155612,0.0827012400893406,True,False,False,False,0,True,False,1,0
1.6137012404433893,1.5225139192130328,0.4748853321285456,True,True,False,False,1,False,True,1,0
-1.2367242199587352,-0.9185828440433303,1.0332491241843629,False,True,True,False,0,False,False,0,1
1.5322605130033284,1.5117047974527251,0.6593447991469852,True,True,False,False,0,True,True,1,0
1.2064976032430856,-0.4756515056245293,-1.4860351280674795,True,False,False,False,0,False,False,0,1
-1.1145631287986442,-0.8593753281154424,0.182409060099308,False,True,False,False,0,False,False,0,1
-1.2774445836787656,-0.9945996472801044,-1.3082228490497043,False,False,False,False,1,False,False,0,0
1.6137012404433893,0.7313523846550222,-0.3510277769540174,True,False,True,False,1,False,False,1,1
-0.8295205827584317,-0.7011650806360041,-0.3510277769540174,False,False,False,False,1,True,True,1,0
0.3920903288424788,0.9357550830856516,1.3440051632154282,False,True,True,False,1,False,True,0,1
1.5729808767233588,-0.3436037446914677,-1.4710789550659844,True,False,False,False,1,False,False,1,0
0.0663274190822359,-0.0842730601727455,-0.0120211889201281,False,False,False,True,1,True,True,0,1
1.6137012404433893,-0.4301428970704187,-1.5109620830699717,True,False,False,False,0,False,False,1,0
0.1070477828022663,-0.1187740120770736,-0.3244390249513595,False,False,False,False,0,False,False,0,0
-0.2187151269579764,-0.8027487657507298,-1.5076384890696393,False,False,False,False,0,False,False,0,1
-0.1779947632379461,-0.3417507523897007,-0.3277626189516918,False,False,False,False,1,True,False,0,1
-0.5444780367182193,-0.2734326909781251,0.85876043916692,False,True,True,False,0,False,True,0,1
-0.9109613101984924,-0.6300234119074503,0.6909189421501416,False,True,True,False,0,False,False,1,0
1.5729808767233588,2.251159023018572,1.393859073220412,True,True,False,False,0,False,True,0,0
0.7178532386027215,1.2171010809039389,1.177825463198816,True,True,False,False,1,True,False,0,1
0.1070477828022663,0.550531219207594,1.179487260198982,False,True,True,False,1,False,False,0,1
1.1657772395230557,0.4255865954313059,-0.4457502059634864,True,False,False,False,1,True,False,1,0
-0.6666391278783103,-0.3286915685486763,1.1711782751981514,False,True,True,False,1,False,False,1,1
-1.2367242199587352,-0.9847611405350084,-1.4893587220678115,False,False,False,True,0,False,False,0,0
0.880734693482843,-0.5488667609764891,-1.4710789550659844,True,False,False,False,1,False,False,0,1
-0.9924020376385532,-0.679193886200767,0.9950277931805424,False,True,True,False,0,False,False,0,1
-0.9516816739185228,-0.6711201340287823,0.684271754149477,False,True,True,False,0,False,False,0,1
-0.1372743995179157,0.2882886896432378,1.1246479591934997,False,True,False,False,1,False,False,0,1
-0.9109613101984924,-0.8281832910356982,-0.6385186579827569,False,False,True,False,0,False,False,0,1
1.125056875803025,0.9602851716519004,0.3352943841145911,False,False,False,True,1,True,True,1,1
1.4100994218432374,1.8059335036547264,0.8238627021634315,False,True,False,False,0,False,False,1,1
-0.9516816739185228,-0.6454429549900113,0.8421424691652587,False,True,True,False,1,False,False,0,1
1.2064976032430856,1.922958791284177,1.2093996062019725,True,True,False,False,1,False,True,1,1
